ID	e4	e6	e10	e14	eN	mN	latN	adult
CD13087	27	6	8	10	15	12	16	2
CD13088	4	9	11	7	15	12	25	6
CD13089	57	10	5	6	0	0	2	3
CD13090	365	232	183	83	166	163	141	67
CD13091	232	155	91	80	172	151	90	23
CD13092	3	0	24	52	3	4	0	0
CD13093	574	403	512	405	824	1021	850	492
CD13094	14	18	300	189	3	0	0	230
CD13095	3	8	28	20	3	4	9	102
CD13097	7	9	7	4	0	0	0	37
CD13098	267	331	261	253	219	159	255	252
CD13099	62	66	100	187	320	384	271	69
CD13100	578	442	43	1006	563	334	151	2358
CD13101	9	5	36	51	33	31	30	10
CD13102	17	5	97	337	412	454	190	56
CD13103	0	0	0	1	9	4	5	0
CD13104	269	271	377	211	441	594	570	178
CD13105	2948	3541	4437	4728	2565	1859	3270	23395
CD13106	2802	7267	940	3393	7987	5061	20928	7953
CD13107	347	535	370	320	406	466	760	137
CD13108	737	512	421	336	273	206	290	374
CD13109	254	167	52	60	44	241	387	617
CD13110	119	926	1506	1013	862	609	1161	841
CD13112	229	278	187	212	430	920	452	172
CD13113	572	431	399	276	578	543	558	241
CD13114	458	382	345	340	480	617	470	148
CD13115	30	24	65	358	382	644	257	109
CD13116	787	938	900	511	320	276	324	723
CD13117	36	1112	184	166	65	58	2	4
CD13118	76	69	100	98	0	0	2	191
CD13119	5013	9146	7765	4151	2906	1688	2686	6453
CD13120	207	13	0	7	3	0	2	2
CD13121	1586	96	8	45	12	27	7	14
CD13122	1280	1062	1571	2029	124	74	151	2814
CD13123	968	998	1000	788	1771	2542	2297	933
CD13124	810	795	754	1109	1351	1075	1057	1030
CD13125	616	531	445	408	604	780	737	343
CD13126	247	259	271	215	160	276	118	93
CD13127	16	30	272	100	6	8	5	57
CD13128	98	500	94	68	33	23	21	393
CD13129	1556	1631	1480	825	1318	1261	1358	786
CD13130	7	12	6	476	693	1945	2317	7
CD13131	128	69	26	24	39	47	25	11
CD13132	2120	2783	1899	1411	2808	3136	4885	1801
CD13133	4090	5139	4836	2543	1052	679	1307	6051
CD13134	100	17	2	1100	613	753	572	1336
CD13135	2080	1904	2412	1407	758	528	749	3682
CD13136	1588	1383	1001	1103	1466	1296	1659	1569
CD13137	889	1309	528	526	353	237	216	95
CD13138	76	78	69	84	30	23	35	66
CD13139	41	361	98	59	62	132	46	79
CD13140	648	479	963	904	1401	1071	1404	2420
CD13141	1125	1397	1163	860	871	594	927	1568
CD13142	1022	995	1117	451	634	536	417	187
CD13143	1712	5297	1226	1266	2044	1510	1393	4822
CD13144	89	52	1530	523	465	326	433	306
CD13145	123	19	852	1073	667	369	663	775
CD13146	26	2	36	27	0	0	0	16
CD13147	12	1	0	0	0	0	0	0
CD13148	102	66	78	45	24	16	16	29
CD13149	3	1	2	23	0	0	0	1
CD13151	1082	752	11	685	2059	2046	2927	4775
CD13152	460	78	16	26	3	0	0	5
CD13153	2	2	0	18	0	0	0	0
CD13154	33	90	70	13	0	0	0	93
CD13155	5046	8222	4811	4152	951	512	688	6317
CD13156	7	1	0	0	0	0	0	1
CD13157	157	98	1	7	0	0	0	1
CD13158	121	386	5	7	39	128	56	559
CD13159	29	92	191	471	204	120	153	132
CD13160	54	9	0	84	116	175	28	34
CD13163	6	0	0	11	12	8	14	0
CD13164	2	0	2	2	56	113	72	0
CD13166	4	0	0	7	6	8	12	0
CD13167	5	0	0	5	9	19	12	1
CD13168	1710	2346	2565	2837	2245	2608	1812	4605
CD13169	537	21	0	5	0	0	0	0
CD13170	31	21	5	13	53	47	35	21
CD13171	0	0	4	5	6	0	2	2
CD13172	3	9	6	20	0	0	0	11
CD13174	530	922	636	416	512	415	552	410
CD13175	122	43	1026	764	1452	1308	1794	636
CD13176	293	407	182	169	258	260	248	102
CD13177	6	3	28	17	24	4	5	331
CD13178	710	1004	795	418	530	1192	695	211
CD13179	6	3	44	81	56	35	30	21
CD13180	451	458	428	218	317	322	306	185
CD13181	712	567	2361	3077	1416	2298	1678	2415
CD13182	311	356	344	286	305	252	320	506
CD13183	634	1136	538	412	530	668	827	506
CD13184	496	538	785	508	640	695	609	312
CD13186	16	36	17	15	6	0	2	9
CD13187	802	444	937	636	391	442	368	757
CD13188	48	120	28	67	44	27	25	98
CD13189	7	1	16	15	12	8	14	19
CD13190	1445	1805	2363	1322	909	819	948	1907
CD13191	293	286	291	119	83	54	51	130
CD13192	519	413	636	696	933	644	1006	586
CD13193	161	96	415	624	427	1013	568	540
CD13194	1572	2545	2071	1527	2251	2946	2584	1524
CD13195	40	1	0	2	0	0	0	0
CD13198	904	1107	196	22	0	0	0	0
CD13199	1790	5526	2827	6350	0	0	0	1
CD13201	2309	2227	135	27	0	0	0	1
CD13202	249	65	4	2	0	0	0	0
CD13204	31	1	2	2	0	0	0	1
CD13205	848	12678	272	322	0	0	0	1
CD13206	11	4	4	3	0	4	0	0
CD13207	306	681	202	293	0	0	0	1
CD13208	980	27	49	2663	3673	2531	1759	653
CD13210	190	204	203	111	169	136	144	167
CD13211	727	399	361	286	264	245	176	216
CD13212	483	448	1214	1195	717	757	795	2148
CD13213	290	266	403	318	486	644	450	264
CD13214	760	384	292	192	193	159	220	102
CD13215	10	38	38	30	3	4	5	94
CD13216	2526	3322	2025	2647	4654	7018	5008	1129
CD13217	776	1130	2130	721	729	505	579	343
CD13218	150	152	230	154	133	93	111	141
CD13219	436	596	916	561	705	633	823	636
CD13220	378	306	419	299	510	454	406	285
CD13221	346	305	474	521	557	609	730	689
CD13222	7716	7297	10013	5768	536	345	408	9866
CD13223	18	9	18	1084	2468	303	160	462
CD13224	39	344	204	1161	62	155	28	70
CD13225	119	1	90	392	234	147	176	1578
CD13226	1979	2804	1593	1242	2408	2702	3520	1129
CD13227	62	240	772	785	62	54	63	593
CD13228	816	679	1830	5381	21578	5826	7812	1572
CD13229	389	502	397	383	1152	1949	1576	412
CD13230	602	632	767	358	575	741	568	300
CD13231	244	144	123	104	110	213	192	914
CD13232	2305	2401	2269	1400	1176	1032	1374	1764
CD13233	548	408	296	334	335	392	327	215
CD13235	2	2	4	18	15	12	7	9
CD13236	16	0	0	0	0	0	0	0
CD13237	748	1090	1366	780	1004	1456	1066	351
CD13238	605	300	139	156	157	221	97	68
CD13239	549	437	551	300	524	637	496	157
CD13240	282	626	199	497	341	396	505	246
CD13241	36	34	58	65	80	124	60	43
CD13242	2603	7104	2066	3638	1766	1052	1706	3660
CD13243	112	132	435	175	107	120	100	169
CD13244	373	267	336	199	184	252	190	273
CD13245	55	95	1093	265	367	392	336	128
CD13246	2575	1918	1713	959	1392	1304	1358	1377
CD13247	2006	2383	1973	2450	975	959	1634	791
CD13248	1370	1985	1238	865	2444	4048	4727	922
CD13249	224	459	964	662	1049	1471	688	322
CD13250	10	6	109	209	3	4	2	186
CD13251	374	263	263	151	275	295	262	194
CD13252	1280	1632	2155	1319	1209	994	1136	2246
CD13253	937	2258	2562	3418	1869	1254	5339	5987
CD13254	138	311	100	258	163	179	250	130
CD13255	1256	946	1338	829	542	311	375	437
CD13256	15	7	26	114	89	78	241	151
CD13257	195	236	174	170	296	625	394	180
CD13258	2470	4150	1480	1786	1354	1009	2454	3385
CD13259	2073	2026	764	850	1884	932	1710	4337
CD13260	1174	1525	865	921	578	489	510	2207
CD13261	4393	18502	2830	2966	332	361	431	1334
CD13262	1067	1232	616	354	705	1071	721	251
CD13263	852	990	962	906	1209	1032	1288	825
CD13264	296	140	122	219	39	58	37	64
CD13265	226	632	1036	2753	447	431	130	1338
CD13266	459	327	307	326	726	904	825	410
CD13267	162	469	450	673	2017	5240	2621	1241
CD13268	0	1	1	6	18	35	12	1
CD13269	2	3	5	1	3	0	0	9
CD13270	2807	3454	2113	1449	590	435	484	2930
CD13271	267	178	471	295	332	291	260	239
CD13272	20	45	65	19	0	0	0	58
CD13273	693	173	11	3	3	0	2	369
CD13274	257	355	125	41	12	4	9	39
CD13275	3085	3995	5451	8300	2731	1203	2570	23661
CD13276	36	92	132	333	86	54	63	2088
CD13277	4	10	9	2	0	4	0	1
CD13278	15	29	49	12	3	0	2	2
CD13279	3	1	13	129	113	532	5	4
CD13280	1	6	40	360	3943	7837	7562	16
CD13281	742	604	604	378	616	609	535	442
CD13282	333	2284	310	394	204	182	723	905
CD13283	43	1205	30114	18760	23163	101862	31361	162
CD13284	100	245	170	77	264	311	691	93
CD13285	0	1	2	43	865	1525	422	1
CD13286	283	178	210	204	341	342	410	791
CD13287	70	125	164	85	89	132	114	61
CD13288	2	7	12	3	0	0	0	1
CD13289	438	399	229	437	234	334	229	1073
CD13290	1504	1902	1093	708	1339	1619	1627	398
CD13291	3	3	27	181	213	1149	204	16
CD13292	4	1	4	169	6	4	5	325
CD13293	612	478	766	1154	604	497	586	893
CD13294	7	0	0	1	175	512	86	328
CD13295	220	47	41	50	41	50	28	1275
CD13296	37	9	3	101	1612	2150	1393	8
CD13297	0	3	2	5	305	710	225	3
CD13298	3	1	1	19	113	109	162	153
CD13299	24	16	3	7	6	8	5	119
CD13300	303	528	596	537	1025	1106	1801	275
CD13301	0	1	2	15	341	920	415	2
CD13302	34	34	58	1417	10054	17680	16198	542
CD13303	1	1	8	12	287	590	241	1
CD13304	43	47	73	29	39	43	25	11
CD13305	515	1892	1765	660	39	23	28	1249
CD13306	524	146	1535	700	113	62	209	1803
CD13307	8	10	7	12	142	454	1335	364
CD13308	2785	3302	2377	2247	3164	3668	3126	2373
CD13309	271	354	19	7	0	0	0	2
CD13310	1753	554	67	67	12	4	5	84
CD13311	1	1	2	1	9	12	9	1
CD13312	719	642	631	370	566	505	660	416
CD13313	6	16	4	3	3	4	14	30
CD13314	238	444	9	7	0	0	0	0
CD13315	706	941	195	2097	474	307	466	1045
CD13316	925	1467	1014	2152	1309	737	1050	5498
CD13317	250	142	24	23	47	50	364	1006
CD13318	1	3	17	27	0	4	0	30
CD13319	99	1	0	0	0	0	0	0
CD13320	1918	3638	4703	1658	281	582	317	1095
CD13321	1080	3053	74	55	0	0	0	0
CD13322	71	69	54	45	124	299	109	43
CD13323	89	23	802	201	2091	3288	297	362
CD13324	150	15	163	599	966	838	1054	1413
CD13325	346	500	441	235	533	617	670	110
CD13326	2359	2903	2978	3249	7130	9370	7138	4890
CD13327	17	1	1	6	1229	1766	23	11
CD13328	8142	15890	5777	6636	1404	1327	3277	16273
CD13329	390	278	93	223	92	74	60	333
CD13330	5	8	109	188	36	12	16	161
CD13331	18	44	111	111	15	8	12	24
CD13332	106	34	78	287	33	85	67	216
CD13333	35	53	101	42	21	16	7	7
CD13334	2	1	0	85	504	691	772	4
CD13335	4	9	6	2	9	4	7	1
CD13336	116	122	21	343	3	4	5	145
CD13337	1164	983	1499	951	850	675	767	776
CD13338	9	11	0	23	3	4	2	1
CD13339	2	3	1	41	0	12	0	1
CD13340	15	11	26	86	21	16	19	9
CD13341	20	34	23	62	50	27	95	182
CD13342	80	80	81	69	36	27	51	106
CD13343	1	28	4	3	3	0	0	0
CD13344	435	1423	17	9	0	0	0	2
CD13345	0	1	0	0	3	427	2	6
CD13346	1007	1972	2079	1293	1262	1126	1217	929
CD13347	641	666	1536	1311	2491	769	1010	1799
CD13348	707	357	1186	1317	228	101	116	1593
CD13349	0	0	3	141	9	225	2	3
CD13350	9	18	2	13	59	70	46	21
CD13351	668	1075	779	314	483	411	496	298
CD13352	3470	7008	8882	2496	747	408	730	5324
CD13353	699	1045	1014	580	441	303	433	1020
CD13354	1699	5536	2425	3227	4577	4336	5768	3790
CD13355	3	5	0	1	0	0	0	0
CD13356	1468	658	358	285	169	140	232	324
CD13357	1783	1705	1125	1241	1031	683	1446	2635
CD13358	1528	1826	1527	1427	1105	1149	1339	2010
CD13359	150	173	151	187	160	229	211	411
CD13360	2	1	3	9	0	0	0	21
CD13361	1625	1299	953	614	231	182	213	760
CD13362	320	870	685	310	190	303	232	424
CD13363	267	198	629	375	474	384	426	472
CD13364	0	0	0	17	0	0	0	1
CD13365	701	733	801	679	1229	1203	1564	972
CD13366	113	17	25	36	21	27	28	27
CD13367	314	382	418	304	409	377	459	571
CD13368	10283	21401	9284	5741	1552	1137	1645	4440
CD13369	69	41	18	165	21	16	28	241
CD13370	2	238	18885	9094	0	0	0	1
CD13371	1175	3082	1712	1572	684	668	797	1591
CD13372	1917	2154	1376	2120	8626	9102	6535	3565
CD13373	60	12	0	6	0	0	0	0
CD13374	10	20	13	20	27	23	70	23
CD13375	550	449	483	456	554	1114	684	394
CD13376	390	28	56	362	358	260	246	621
CD13377	48	45	43	78	127	144	162	367
CD13378	40	39	144	106	62	116	72	42
CD13379	1177	1611	1328	2128	566	528	1003	5602
CD13380	1049	2680	523	3529	6550	4289	7643	2776
CD13381	2	3	11	79	3	4	16	17
CD13382	196	229	502	415	738	749	857	557
CD13383	38	7	20	52	148	155	271	583
CD13384	1145	1498	2078	1177	1481	1428	1476	1160
CD13385	126	154	199	116	175	291	225	54
CD13386	8	11	2	2	12	12	7	1
CD13387	853	1080	744	741	1238	1079	1052	897
CD13388	76	107	102	169	1155	1463	1142	2795
CD13389	1	0	0	61	39	27	16	0
CD13390	2	9	3	1	0	4	0	24
CD13391	507	1054	813	668	391	807	519	380
CD13392	3	15	4	17	193	283	199	4
CD13393	283	254	503	262	323	295	278	251
CD13394	598	425	396	377	504	602	681	929
CD13395	2839	3230	2145	2207	2574	2942	2628	1374
CD13396	414	21	29	40	0	0	0	11
CD13397	46	18	136	116	124	338	88	112
CD13399	261	330	336	315	492	567	577	381
CD13400	53	14	61	211	50	27	21	478
CD13401	0	2	7	38	50	39	25	1
CD13402	830	1451	1911	771	456	237	290	511
CD13403	1980	3351	1675	2937	2613	3043	3161	2501
CD13404	1352	1959	1653	1113	803	706	860	2916
CD13405	560	483	404	233	308	287	327	148
CD13406	8	18	6	8	18	27	46	33
CD13407	213	36	83	280	335	326	123	316
CD13408	227	86	62	55	107	116	118	66
CD13409	255	257	317	305	367	493	406	386
CD13411	4525	1132	295	340	338	450	320	287
CD13412	253	955	446	266	598	501	906	1047
CD13413	429	336	336	239	495	737	586	175
CD13414	66	42	192	558	110	70	83	2433
CD13415	241	224	230	214	207	198	260	200
CD13416	297	464	196	188	281	377	341	281
CD13417	678	1782	432	775	77	116	65	245
CD13418	2	2	166	24	24	16	5	4
CD13419	5381	11577	297	349	0	4	2	5
CD13420	7	52	15	13	21	23	23	2
CD13421	100	1403	182	79	33	23	42	129
CD13422	6	3	3	3	0	0	2	8
CD13423	181	128	1598	1185	394	256	329	663
CD13425	10	1	1	3	116	151	63	25
CD13426	1	0	0	0	0	4	0	12
CD13427	641	724	1183	814	966	602	649	622
CD13428	482	604	1675	1692	68	39	67	3332
CD13429	3	0	1	33	18	8	2	0
CD13430	2	1	1	1	65	89	65	8
CD13431	196	457	267	508	68	159	141	35
CD13432	3107	3335	2269	1843	1013	734	1231	4132
CD13434	68	20	860	1090	323	217	350	4067
CD13435	1101	1714	826	1681	2494	2546	3098	945
CD13436	347	482	618	391	530	520	577	285
CD13437	1	0	0	12	0	0	0	1
CD13438	400	390	384	510	477	598	725	404
CD13439	3	7	1	0	0	0	0	0
CD13440	182	96	267	221	86	47	86	196
CD13441	2	13	10	51	116	78	44	3
CD13442	410	448	521	396	761	1110	1064	688
CD13443	18	32	7	42	18	12	2	0
CD13445	349	563	2084	1339	12149	3105	4294	4998
CD13447	0	0	1	1	0	0	0	6
CD13448	6	7	3	5	0	0	0	15
CD13450	0	0	0	5	3	4	0	0
CD13452	7	1	41	357	56	27	44	349
CD13453	10	16	99	131	347	454	524	122
CD13454	280	359	222	94	71	50	51	182
CD13455	1	50	24	45	6	8	5	4
CD13456	3953	3263	2934	1858	1253	1044	1224	2377
CD13457	3	2	0	7	0	0	0	13
CD13458	234	204	344	213	24	16	14	170
CD13459	1158	1536	1238	803	1004	963	1091	1107
CD13460	1021	398	9	13	39	43	44	27
CD13461	583	1802	1750	3259	175	128	146	6400
CD13462	1143	785	820	623	1161	1355	1066	372
CD13463	1422	2122	2813	1339	1801	1277	1363	1361
CD13464	3	18	84	53	6	12	0	46
CD13465	986	1482	1864	1891	2530	2189	3038	1800
CD13466	216	274	210	124	296	217	234	238
CD13467	1394	925	5058	3070	267	132	209	2846
CD13468	2300	1753	2385	1718	723	431	758	4335
CD13469	11	16	92	67	151	151	206	120
CD13470	81	155	164	144	36	23	35	167
CD13471	410	330	584	243	98	74	107	556
CD13472	786	1222	1338	711	1046	862	1008	715
CD13473	3222	5903	3876	4039	6028	14839	6968	628
CD13474	648	917	688	1076	1674	1180	1492	1595
CD13475	218	231	186	239	344	396	334	730
CD13476	55	63	313	299	27	31	14	291
CD13477	267	238	149	186	373	524	565	204
CD13478	4174	5700	2698	2075	3564	3699	4333	873
CD13479	27	51	24	29	50	66	81	40
CD13480	2142	1718	5781	1206	729	512	742	839
CD13481	1328	1194	665	1649	3907	5527	3386	6023
CD13482	0	1	15	29	15	47	12	13
CD13483	2687	4117	2976	3139	5942	12650	6547	840
CD13484	18	1	289	204	575	423	558	309
CD13485	868	994	577	477	450	295	264	225
CD13486	1515	1168	1398	755	412	264	380	910
CD13487	166	121	102	74	118	206	109	62
CD13488	250	167	185	173	184	175	209	597
CD13489	301	551	2139	2038	539	1894	619	264
CD13490	1390	2535	2271	1787	2426	2927	2255	2601
CD13491	1876	11068	2721	3278	1063	1366	890	113
CD13492	118	184	176	188	267	256	239	191
CD13493	620	608	681	831	1303	1234	1439	1156
CD13494	0	0	0	3	3	4	16	0
CD13496	98	71	490	569	231	140	273	1078
CD13497	11	5	2	1	0	0	0	39
CD13498	10576	18343	12837	12026	22185	34669	25755	4641
CD13499	13	22	7	2	3	0	0	13
CD13500	148	119	479	825	157	109	232	1822
CD13501	31	0	0	3	0	0	0	1
CD13502	69	26	132	873	915	423	755	1857
CD13503	368	1034	50	17	0	4	0	173
CD13504	749	1264	1335	772	1123	1091	1101	972
CD13505	126	242	221	135	18	8	28	138
CD13506	6	22	6	12	12	12	16	61
CD13507	36	8	36	415	169	78	160	1110
CD13508	264	73	735	1261	1517	1459	2473	2019
CD13509	468	642	539	476	237	140	206	808
CD13510	2075	2266	3051	1778	2841	1902	2083	1503
CD13511	17	6	375	302	287	190	364	672
CD13512	316	20	1	4	0	4	0	0
CD13513	480	431	50	16	3	4	2	2
CD13514	329	468	377	347	604	842	626	424
CD13515	43	107	0	0	0	0	0	0
CD13516	1115	43	1	21	0	0	2	1
CD13517	71	15	1	1	0	0	0	0
CD13518	2522	2894	2448	2170	1940	1475	2375	5025
CD13519	134	252	203	154	193	248	178	64
CD13520	118	113	91	154	154	408	241	218
CD13521	3011	5367	3715	3399	1561	1005	1627	6224
CD13522	548	36	6	17	3	4	7	1
CD13523	2014	107	0	44	0	4	2	0
CD13524	43	9	159	58	39	27	16	14
CD13525	386	550	479	339	501	400	505	615
CD13526	0	20	1	0	0	0	0	0
CD13527	27	28	3	0	0	0	0	0
CD13528	1888	5197	2582	1377	530	683	450	1290
CD13529	832	1064	1036	912	1600	1417	1891	1217
CD13530	474	512	627	548	385	342	368	461
CD13531	1172	1406	663	1230	898	1153	1580	1222
CD13532	317	170	22	34	15	43	16	31
CD13533	3872	3625	2688	1300	595	408	547	2399
CD13534	971	1410	478	1451	1834	1933	1560	1717
CD13535	403	454	355	449	634	1851	679	686
CD13536	3005	3914	4179	2862	1283	842	1068	2951
CD13537	22	5	5	129	273	648	450	18
CD13538	829	1174	9	41	12	16	2	0
CD13539	307	17	0	6	0	0	0	0
CD13540	504	717	555	514	575	640	742	654
CD13541	19	0	0	1	0	0	0	1
CD13542	2959	4218	2125	6899	8455	3396	3689	7917
CD13543	111	88	89	319	708	803	556	507
CD13544	5	0	3	51	136	283	195	5
CD13545	813	922	320	235	311	342	457	587
CD13546	1194	2086	452	320	302	291	322	249
CD13547	24	113	0	0	0	0	0	0
CD13548	95	24	1	3	9	8	0	0
CD13549	2238	3209	2062	2996	6493	5112	6950	2470
CD13550	7	14	60	17	0	0	0	28
CD13551	0	2	0	1	21	16	2	0
CD13552	10	1	0	0	0	0	0	0
CD13553	16	3	0	0	0	0	0	0
CD13554	42	1	0	2	0	0	0	1
CD13555	13	1	0	0	0	0	0	0
CD13556	11	1	0	1	0	0	0	0
CD13557	19	3	0	0	0	0	0	0
CD13558	33	5	0	2	0	0	0	0
CD13559	12	0	0	1	0	4	2	0
CD13561	13	0	0	0	0	0	0	0
CD13562	539	522	538	386	664	602	790	420
CD13563	720	34	0	19	0	0	0	0
CD13564	104	3	1	320	0	0	5	8199
CD13565	429	208	279	177	610	446	385	280
CD13566	158	44	80	216	59	19	28	337
CD13568	8	7	182	177	210	303	285	174
CD13569	1865	104	1	42	0	0	2	3
CD13570	1075	1052	287	391	972	1110	1282	432
CD13571	1536	1769	1832	976	542	314	447	1818
CD13572	143	140	114	88	89	89	81	76
CD13573	862	41	0	22	0	0	0	0
CD13574	2	3	7	19	33	12	9	1
CD13575	1487	544	769	360	74	54	102	453
CD13576	22	26	118	52	3	0	5	91
CD13577	124	160	124	86	116	225	148	64
CD13578	510	297	312	192	240	322	408	628
CD13579	627	622	451	510	424	229	387	535
CD13580	2766	166	3	60	0	0	5	0
CD13581	372	459	716	434	492	497	572	574
CD13582	448	302	324	238	284	439	264	92
CD13583	65	22	24	74	6	8	2	315
CD13584	804	489	381	248	421	671	336	45
CD13585	33	9	81	364	36	43	37	114
CD13586	30	17	9	14	0	0	0	4
CD13587	67	67	96	46	24	12	12	33
CD13588	2378	2110	1546	1079	918	819	1231	1865
CD13589	336	802	125	351	41	23	16	283
CD13590	1800	1602	3260	4833	954	637	978	6579
CD13591	49	100	82	116	44	35	58	222
CD13592	4	9	9	4	3	4	2	4
CD13593	893	744	1152	1527	954	850	1645	1500
CD13594	625	603	462	486	433	345	607	1194
CD13595	95	177	68	87	80	120	74	57
CD13596	5	9	82	32	41	23	9	7
CD13597	482	304	355	505	747	1234	1402	1926
CD13598	33	7	14	188	477	835	1300	199
CD13599	159	398	135	75	187	171	297	129
CD13600	116	170	201	201	358	353	278	199
CD13601	1814	414	1449	850	391	225	271	1805
CD13602	10	22	24	30	0	4	0	4
CD13603	787	530	253	210	193	136	239	263
CD13605	1917	1620	5093	14353	40501	59852	35050	16822
CD13606	677	731	658	664	758	609	1173	761
CD13607	1011	698	429	382	504	536	457	344
CD13608	10	9	3	1	3	0	2	0
CD13609	690	81	53	25	3	0	0	20
CD13610	238	192	208	147	169	159	202	218
CD13611	381	413	378	287	222	202	220	342
CD13612	561	402	307	335	492	656	679	330
CD13613	169	160	140	121	196	477	229	111
CD13614	1047	765	754	535	708	633	850	1492
CD13615	270	372	1368	782	1037	1836	1358	787
CD13616	746	407	422	481	222	182	209	659
CD13617	169	139	39	10	12	12	0	1
CD13618	20	11	35	10	6	27	9	9
CD13619	7	7	21	3	3	16	28	4
CD13620	2399	3447	4311	5091	8395	18328	6662	4185
CD13621	6776	11934	3225	5168	1730	1510	1808	8252
CD13622	465	493	280	198	329	225	216	65
CD13623	3	7	0	0	0	0	0	1
CD13624	3	5	1	1	0	0	0	1
CD13625	100	47	21	17	30	19	30	4
CD13627	10	2	13	66	1004	1242	498	5
CD13628	9311	12916	14154	9003	9447	7359	8296	5760
CD13629	123	48	39	150	216	182	204	122
CD13630	7	1	2	1	0	0	0	1
CD13631	321	270	238	211	412	586	656	311
CD13632	627	860	891	564	459	342	491	292
CD13633	7790	17493	9746	6981	9945	14707	11835	5214
CD13634	1000	1498	918	824	447	404	494	1162
CD13636	3	4	17	7	21	23	30	6
CD13637	339	329	298	458	1807	1712	2280	13603
CD13638	13	5	2	0	0	0	0	0
CD13639	841	743	617	629	1149	1378	1400	609
CD13640	1612	853	350	290	418	578	600	583
CD13641	3	16	16	10	9	27	25	14
CD13642	167	13	56	10	6	27	5	6
CD13643	423	306	437	279	421	586	452	275
CD13645	213	15	34	75	30	16	23	73
CD13646	2318	1696	2406	15118	25352	24787	17264	2329
CD13647	585	317	483	515	640	710	1010	925
CD13648	440	255	436	1217	2405	3528	2350	2346
CD13649	1528	2013	4843	3908	1694	1091	1773	6647
CD13650	196	102	152	295	696	699	959	283
CD13651	2008	2071	1134	1228	1890	2504	2426	790
CD13652	1792	1099	420	2039	5234	5566	5893	6774
CD13653	1141	986	623	514	412	373	436	528
CD13654	974	1036	567	538	767	831	702	967
CD13655	5575	2520	4950	3142	4180	12960	6690	20397
CD13656	84	152	54	50	118	303	90	57
CD13657	0	0	0	0	3	23	2	0
CD13658	66	17	53	485	53	58	60	30
CD13659	189	115	159	129	281	345	257	160
CD13660	1628	4373	1457	949	421	462	735	591
CD13661	391	205	232	264	222	264	192	182
CD13662	831	846	772	723	625	547	603	1872
CD13663	4	7	30	17	12	19	14	13
CD13664	1077	768	779	785	1437	1638	1687	1963
CD13665	714	686	2012	2096	1143	594	867	2983
CD13666	80	91	59	59	92	124	53	45
CD13667	464	63	117	197	101	105	167	1185
CD13668	1048	833	839	670	889	606	637	656
CD13669	741	686	705	538	643	881	846	580
CD13670	281	198	196	180	261	299	313	367
CD13672	33	18	357	417	210	113	107	398
CD13673	340	160	181	155	190	287	315	245
CD13674	364	247	254	357	367	571	519	474
CD13675	1106	61	3	30	3	0	0	2
CD13676	303	64	1196	530	320	167	236	506
CD13678	0	0	0	100	27	31	19	0
CD13679	13	17	38	57	741	1184	1736	778
CD13680	3541	460	6	47	12	31	9	7
CD13681	2	2	0	185	489	695	188	0
CD13682	91	32	91	237	1022	1619	929	129
CD13683	150	7	1	4	0	0	0	0
CD13684	9	1	0	0	0	0	0	0
CD13685	129	0	11	1173	3490	7918	2076	1
CD13686	41	131	23	31	0	0	0	45
CD13687	267	15	75	58	9	16	2	290
CD13688	5	5	388	118	56	39	42	16
CD13689	57	4	39	247	80	66	76	572
CD13690	23	27	45	197	101	58	72	142
CD13691	31	7	119	158	841	935	716	625
CD13692	22	1	0	43	41	43	83	2
CD13693	192	1668	970	412	1170	986	980	985
CD13694	1191	619	224	258	104	66	83	251
CD13695	40	15	46	909	1703	2065	1219	207
CD13696	13	5	90	256	314	136	315	814
CD13697	786	276	290	310	483	415	505	352
CD13698	20	24	100	222	148	536	141	210
CD13699	29	37	16	19	9	4	12	15
CD13700	4	5	10	52	3	4	2	2
CD13701	163	127	117	78	175	287	216	53
CD13702	245	1	1	2911	6896	8353	4973	1
CD13703	1772	1228	2415	2685	1961	1036	1622	5581
CD13704	8	1	120	55	50	109	72	119
CD13705	41	18	40	337	563	695	512	554
CD13706	3325	3940	5197	2840	1481	1021	1407	3937
CD13707	1101	66	29	443	898	1161	535	37
CD13708	171	258	289	528	1010	1098	1182	907
CD13709	249	162	679	571	459	279	297	469
CD13711	30	8	18	216	539	408	290	69
CD13712	24	36	27	23	21	47	30	11
CD13713	3145	3684	5375	3414	1908	1141	1884	5872
CD13714	2052	360	854	600	1410	1316	1831	823
CD13715	1559	2300	1917	1064	1860	1650	1784	618
CD13716	1261	1633	1252	1095	957	2612	883	1083
CD13718	81	83	82	53	53	78	63	90
CD13719	1073	619	1258	918	604	349	327	1177
CD13720	179	139	154	78	71	124	76	74
CD13721	0	0	7	33	9	12	0	0
CD13722	0	0	55	342	234	462	2	0
CD13724	0	0	34	372	56	93	0	0
CD13725	1	0	45	614	720	2480	58	0
CD13726	1	1	7	7	0	0	0	4
CD13727	372	14	268	414	175	89	127	612
CD13728	198	189	426	414	347	272	297	297
CD13729	1	4	2	89	21	35	12	4
CD13730	2	0	1	35	89	78	32	0
CD13731	449	520	563	491	504	508	470	456
CD13732	0	0	0	27	30	8	7	0
CD13733	32	19	88	234	726	559	403	239
CD13734	2519	758	399	441	667	1083	695	4323
CD13735	242	195	497	340	163	78	100	338
CD13736	364	51	108	660	5937	1331	943	973
CD13737	4	7	25	27	12	4	2	23
